COUNTY	GLOBAL_ID	FIELD_PT_NAME	LOGDATE	LOGTIME	LOGCODE	SAMPID	MATRIX	LABWO 	LABCODE	LABSAMPID	ANMCODE	LABLOTCTL	ANADATE	BASIS	PARLABEL	PARVAL	PARVQ	LABDL	REPDL	UNITS	DILFAC	LNOTE
Alpine	T0600300011	MWA2	2004-05-05	1455	GECR	MWA-2	W	L2242	CELL	04-C5582	SW8270C	0405156063	2004-05-15	W	TCB124	0	ND	5	5	UG/L	1	
Alpine	T0600300011	MWA2	2004-05-05	1455	GECR	MWA-2	W	L2242	CELL	04-C5582	SW8270C	0405156063	2004-05-15	W	TCP245	0	ND	5	5	UG/L	1	
Alpine	T0600300011	MWA2	2007-08-20	0925	GECR	MWA2	W	NA	AVTS	093774-001A	SW8260B	T07VW181	2007-08-29	N	TAME	0	ND	.45	.5	UG/L	1	
Alpine	T0600300011	MWA2	2007-11-06	0830	GECR	MWA2	W	NA	AVTS	095199-010A	SW8260B	A07VW306	2007-11-10	N	TBA	0	ND	3.4	10	UG/L	1	
Alpine	T0600300011	MWA2	2007-08-20	0925	GECR	MWA2	W	NA	AVTS	093774-001A	SW8260B	T07VW181	2007-08-29	N	DIPE	0	ND	.41	.5	UG/L	1	
Alpine	T0600300011	MWA2	2008-05-05	0910	GECR	MWA2	W	NA	AVTS	098624-001A	SW8260B	T08VW076	2008-05-08	N	ETBE	0	ND	.4	.5	UG/L	1	
Alpine	T0600300011	MWA2	2008-05-05	0910	GECR	MWA2	W	NA	AVTS	098624-001A	SW8260B	T08VW076	2008-05-08	N	XYLENES1314	0	ND	.89	1	UG/L	1	
Alpine	T0600300011	MWA2	2009-04-20	1115	GECR	MWA2	W	NA	AVTS	105186-001A	SW8260B	A09VW075	2009-04-24	N	ETBE	0	ND	.13	.5	UG/L	1	
Alpine	T0600300011	MWA2	2010-01-07	0830	GECR	MW-A2	W	NA	AVTS	109501-001A	SW8260B	A10VW009	2010-01-11	N	MTBE	0	ND	.15	.5	UG/L	1	
Alpine	T0600300011	MWA2	2010-01-07	0830	GECR	MW-A2	W	NA	AVTS	109501-001B	SW8021B	I10VW0006	2010-01-11	N	BZME	0	ND	.25	.5	UG/L	1	
Alpine	T0600300011	MWA2	2010-04-14	1050	GECR	MWA2	W	NA	AVTS	111284-003A	SW8260B	Q10VW083	2010-04-19	N	DIPE	0	ND	.12	.5	UG/L	1	
Alpine	T0600300011	MWA2	2010-04-14	1050	GECR	MWA2	W	NA	AVTS	111284-003A	SW8260B	Q10VW083	2010-04-19	N	EBZ	0	ND	.22	.5	UG/L	1	
Alpine	T0600397314	MW-12	2010-01-06	1255	GECR	MW-12	W	NA	AVTS	109500-007A	SW8260B	A10VW009	2010-01-11	N	MTBE	30	=	.15	.5	UG/L	1	
Alpine	T0600397314	MW-12	2015-06-30	1400	GECR	MW-12	W	1502295	AVTS	150229508	SW8015B	B5G0046	2015-07-03	N	DRO	.19	=	.05	.05	MG/L	1	
Alpine	T0600397314	MW-12	2015-06-30	1400	GECR	MW-12	W	1502295	AVTS	150229508	SW8260B	B5G0027	2015-07-02	N	MTBE	14	=	.4	.5	UG/L	1	
Alpine	T0600397314	MW-12	2015-01-06	1355	GECR	MW-12	W	1500064	AVTS	150006404	SW8015B	B5A0175	2015-01-09	N	GRO	0	ND	.05	.05	MG/L	1	
Alpine	T0600397314	MW-12	2007-06-13	1215	GECR	MW-12	W	NA	AVTS	092668-010A	SW8260B	A07VW171	2007-06-16	N	DIPE	0	ND	.41	.5	UG/L	1	
Alpine	T0600397314	MW-12	2008-05-06	1010	GECR	MW-12	W	NA	AVTS	098625-008A	SW8260B	A08VW135	2008-05-14	N	EBZ	0	ND	.45	.5	UG/L	1	
Alpine	T0600397314	MW-12	2008-05-06	1010	GECR	MW-12	W	NA	AVTS	098625-008A	SW8260B	A08VW135	2008-05-14	N	XYLENES1314	0	ND	.89	1	UG/L	1	
Alpine	T0600397314	MW-12	2008-07-31	1200	GECR	MW-12	W	NA	AVTS	100233-009A	SW8260B	A08VW183	2008-08-07	N	DIPE	0	ND	.41	.5	UG/L	1	
Alpine	T0600397314	MW-12	2008-10-30	1225	GECR	MW-12	W	NA	AVTS	101936-011A	SW8260B	A08VW294	2008-11-03	N	BZME	0	ND	.17	.5	UG/L	1	
Alpine	T0600397314	MW-12	2009-01-19	1300	GECR	MW-12	W	NA	AVTS	103378-007A	SW8260B	Q09VW009	2009-01-26	N	BZ	.28	=	.08	.5	UG/L	1	J,DX
Alpine	T0600397314	MW-12	2010-06-08	1255	GECR	MW-12	W	NA	AVTS	112210-006A	SW8260B	Q10VW132	2010-06-14	N	MTBE	18	=	.15	.5	UG/L	1	
Alpine	T0600397314	MW-12	2011-06-28	1230	GECR	MW-12	W	NA	AVTS	118734-008C	SW8015B	     74060	2011-07-06	N	DRO	.22	=	.05	.05	MG/L	1	
Alpine	T0600397314	MW-12	2008-04-01	1025	GECR	MW-12	W	NA	AVTS	098049-005A	SW8260B	T08VW047	2008-04-08	N	DIPE	0	ND	.41	.5	UG/L	1	
Alpine	T0600397314	MW-12	2010-01-06	1255	GECR	MW-12	W	NA	AVTS	109500-007A	SW8260B	A10VW009	2010-01-11	N	BZME	0	ND	.22	.5	UG/L	1	
Alpine	T0600397314	MW-12	2010-01-06	1255	GECR	MW-12	W	NA	AVTS	109500-007A	SW8260B	A10VW009	2010-01-11	N	DIPE	0	ND	.12	.5	UG/L	1	
Alpine	T0600397314	MW-12	2010-01-06	1255	GECR	MW-12	W	NA	AVTS	109500-007A	SW8260B	A10VW009	2010-01-11	N	TBA	0	ND	3.3	10	UG/L	1	
Alpine	T0600397314	MW-12	2010-01-06	1255	GECR	MW-12	W	NA	AVTS	109500-007A	SW8260B	A10VW009	2010-01-11	N	XYLENES1314	0	ND	.49	1	UG/L	1	
Alpine	T0600397314	MW-12	2011-06-28	1230	GECR	MW-12	W	NA	AVTS	118734-008A	SW8260B	A11VW111	2011-07-01	N	TAME	0	ND	.11	.5	UG/L	1	
Alpine	T0600397314	MW-12	2011-11-30	1150	GECR	MW-12	W	1100461	AVTS	110046106	SW8260B	B1L0355	2011-12-13	N	TBA	0	ND	4.3	10	UG/L	1	
Alpine	T0600397314	MW-12	2011-11-30	1150	GECR	MW-12	W	1100461	AVTS	110046106	SW8260B	B1L0355	2011-12-13	N	XYLENES1314	0	ND	.13	1	UG/L	1	
Alpine	T0600397314	MW-12	2013-05-24	1005	GECR	MW-12	W	NA	ATLL	N010308-005A	SW8260B	P13VW079	2013-05-31	N	ETBE	0	ND	.061	.5	UG/L	1	
Alpine	T0600397314	MW-12	2015-06-30	1400	GECR	MW-12	W	1502295	AVTS	150229508	SW8260B	B5G0027	2015-07-02	N	NAPH	0	ND	.19	.5	UG/L	1	
Alpine	T0600397314	MW-12	2013-05-24	1005	GECR	MW-12	W	NA	ATLL	N010308-005A	SW8015B	E13VW028	2013-05-31	N	GRO	0	ND	.05	.05	MG/L	1	
Alpine	T0600397314	MW-12	2015-06-30	1400	GECR	MW-12	W	1502295	AVTS	150229508	SW8015B	B5G0063	2015-07-06	N	GRO	0	ND	.05	.05	MG/L	1	
Alpine	T0600300011	MWA3	2002-07-11	1455	GECR	MWA3	W	NA	CRLS	S10743-021A	SW6010B	640	2002-07-19	N	BA	.05	=	.002	.003	MG/L	1	
Alpine	T0600300011	MWA3	2002-07-11	1455	GECR	MWA3	W	NA	CRLS	S10743-020A	SW8270C	626	2002-07-16	N	MEPH2	0	ND	1.5	10	UG/L	1	
Alpine	T0600300011	MWA3	2002-07-11	1455	GECR	MWA3	W	NA	CRLS	S10743-020A	SW8270C	626	2002-07-16	N	PHAN	0	ND	1.2	10	UG/L	1	
Alpine	T0600300011	MWA3	2002-07-11	1455	GECR	MWA3	W	NA	CRLS	S10743-020A	SW8270C	626	2002-07-16	N	TCP245	0	ND	2.2	10	UG/L	1	
Alpine	T0600300011	MWA3	2002-07-11	1455	GECR	MWA3	W	NA	CRLS	S10743-020A	SW8270C	626	2002-07-16	N	DNT26	0	ND	1.4	10	UG/L	1	
Alpine	T0600300011	MWA3	2002-07-11	1455	GECR	MWA3	W	NA	CRLS	S10743-021A	SW6010B	640	2002-07-19	N	NI	0	ND	.001	.003	MG/L	1	
Alpine	T0600300011	MWA3	2002-07-11	1455	GECR	MWA3	W	NA	CRLS	S10743-021A	SW6010B	640	2002-07-19	N	SB	0	ND	.002	.005	MG/L	1	
Alpine	T0600300011	MWA3	2002-07-11	1455	GECR	MWA3	W	NA	CRLS	S10743-021A	SW6010B	640	2002-07-19	N	ZN	0	ND	.003	.01	MG/L	1	
Alpine	T0600300011	MWA3	2002-07-11	1455	GECR	MWA3	W	NA	CRLS	S10743-020A	SW8270C	626	2002-07-16	N	BZKF	0	ND	.8	10	UG/L	1	
Alpine	T0600300011	MWA3	2002-07-11	1455	GECR	MWA3	W	NA	CRLS	S10743-020A	SW8270C	626	2002-07-16	N	BZD	0	ND	15	50	UG/L	1	
Alpine	T0600300011	MWA3	2002-07-11	1455	GECR	MWA3	W	NA	CRLS	S10743-020A	SW8270C	626	2002-07-16	N	DBZD33	0	ND	1.9	20	UG/L	1	
Alpine	T0600300011	MWA3	2002-07-11	1455	GECR	MWA3	W	NA	CRLS	S10743-019A	SW8260B	A02VOCW111	2002-07-13	N	DCPA13	0	ND	.63	5	UG/L	1	
Alpine	T0600300011	MWA3	2002-07-11	1455	GECR	MWA3	W	NA	CRLS	S10743-019A	SW8260B	A02VOCW111	2002-07-13	N	TCPR123	0	ND	.72	5	UG/L	1	
Alpine	T0600300011	MWA3	2002-07-11	1455	GECR	MWA3	W	NA	CRLS	S10743-019A	SW8260B	A02VOCW111	2002-07-13	N	EBZ	0	ND	.63	5	UG/L	1	
Alpine	T0600300011	MWA3	2002-07-11	1455	GECR	MWA3	W	NA	CRLS	S10743-019A	SW8260B	A02VOCW111	2002-07-13	N	DIPE	0	ND	1.4	5	UG/L	1	
Alpine	T0600300011	MWA3	2002-07-11	1455	GECR	MWA3	W	NA	CRLS	S10743-019A	SW8260B	A02VOCW111	2002-07-13	N	EDB	0	ND	1	5	UG/L	1	
Alpine	T0600300011	MWA3	2002-07-11	1455	GECR	MWA3	W	NA	CRLS	S10743-019A	SW8260B	A02VOCW111	2002-07-13	N	MTBE	0	ND	1.4	5	UG/L	1	
Alpine	T0600397314	MW-13	2015-01-06	1415	GECR	MW-13	W	1500064	AVTS	150006405	SW8015B	B5A0142	2015-01-08	N	DRO	.2	=	.05	.05	MG/L	1	
Alpine	T0600397314	MW-13	2008-05-06	1030	GECR	MW-13	W	NA	AVTS	098625-010A	SW8260B	A08VW133	2008-05-13	N	XYLENES1314	1.8	=	.89	1	UG/L	1	
Alpine	T0600397314	MW-13	2011-06-28	1105	GECR	MW-13	W	NA	AVTS	118734-003C	SW8015B	     74060	2011-07-06	N	DRO	.1	=	.05	.05	MG/L	1	
Alpine	T0600397314	MW-13	2015-01-06	1415	GECR	MW-13	W	1500064	AVTS	150006405	SW8260B	B5A0084	2015-01-09	N	EBZ	0	ND	.31	.5	UG/L	1	
Alpine	T0600397314	MW-13	2015-01-06	1415	GECR	MW-13	W	1500064	AVTS	150006405	SW8260B	B5A0084	2015-01-09	N	TAME	0	ND	.31	.5	UG/L	1	
Alpine	T0600397314	MW-13	2005-03-25	1640	AVTS	MW-13	W	NA	AVTS	075499-006A	SW8260B	A05VW090	2005-03-30	N	DIPE	0	ND	.13	.5	UG/L	1	
Alpine	T0600397314	MW-13	2007-04-03	1115	GECR	MW-13	W	NA	AVTS	091057-006D	E200.8	34959	2007-04-13	F	MN	120	=	2.8	100	UG/L	10	
Alpine	T0600397314	MW-13	2007-11-07	0820	GECR	MW-13	W	NA	AVTS	095201-004D	E200.8	41183	2007-11-14	L	MN	810	=	48	100	UG/L	10	
Alpine	T0600397314	MW-13	2008-10-30	1205	GECR	MW-13	W	NA	AVTS	101936-009C	SW8015B	     49885	2008-11-04	N	DRO	.074	=	.05	.05	MG/L	1	
Alpine	T0600397314	MW-13	2015-01-06	1415	GECR	MW-13	W	1500064	AVTS	150006405	SW8260B	B5A0084	2015-01-09	N	BZME	0	ND	.21	.5	UG/L	1	
Alpine	T0600397314	MW-13	2007-06-13	1230	GECR	MW-13	W	NA	AVTS	092668-011A	SW8260B	A07VW171	2007-06-16	N	XYLENES1314	0	ND	.89	1	UG/L	1	
Alpine	T0600397314	MW-13	2007-04-03	1115	GECR	MW-13	W	NA	AVTS	091057-006A	SW8260B	T07VS067	2007-04-12	N	XYLO	0	ND	.15	.5	UG/L	1	
Alpine	T0600397314	MW-13	2007-06-13	1230	GECR	MW-13	W	NA	AVTS	092668-011A	SW8260B	A07VW171	2007-06-16	N	BZME	0	ND	.42	.5	UG/L	1	
Alpine	T0600397314	MW-13	2007-11-07	0820	GECR	MW-13	W	NA	AVTS	095201-004A	SW8260B	A07VW305	2007-11-08	N	MTBE	0	ND	.42	.5	UG/L	1	
Alpine	T0600300011	MWA3	2002-07-11	1455	GECR	MWA3	W	NA	CRLS	S10743-019A	SW8260B	A02VOCW111	2002-07-13	N	STY	0	ND	.49	5	UG/L	1	
Alpine	T0600300011	MWA3	2002-10-08	1405	GECR	MWA3	W	J3922	CELL	02-C11690	SW8260B	0210143139	2002-10-14	W	BRBZ	0	ND	5	5	UG/L	1	
Alpine	T0600397314	MW-13	2007-11-07	0820	GECR	MW-13	W	NA	AVTS	095201-004A	SW8260B	A07VW305	2007-11-08	N	XYLENES1314	0	ND	.89	1	UG/L	1	
Alpine	T0600300011	MWA3	2002-10-08	1405	GECR	MWA3	W	J3922	CELL	02-C11690	SW8260B	0210143139	2002-10-14	W	DCBZ14	0	ND	5	5	UG/L	1	
Alpine	T0600300011	MWA3	2002-10-08	1405	GECR	MWA3	W	J3922	CELL	02-C11690	SW8260B	0210143139	2002-10-14	W	STY	0	ND	5	5	UG/L	1	
Alpine	T0600300011	MWA3	2002-10-08	1405	GECR	MWA3	W	J3922	CELL	02-C11690	SW8260B	0210143139	2002-10-14	W	CLEA	0	ND	5	5	UG/L	1	
Alpine	T0600300011	MWA3	2002-10-08	1405	GECR	MWA3	W	J3922	CELL	02-C11690	SW8260B	0210143139	2002-10-14	W	CEVETH	0	ND	5	5	UG/L	1	
Alpine	T0600300011	MWA3	2002-10-08	1405	GECR	MWA3	W	J3922	CELL	02-C11690	SW8260B	0210143139	2002-10-14	W	CLBZME2	0	ND	5	5	UG/L	1	
Alpine	T0600300011	MWA3	2002-10-08	1405	GECR	MWA3	W	J3922	CELL	02-C11690	SW8260B	0210143139	2002-10-14	W	BZME	0	ND	5	5	UG/L	1	
Alpine	T0600300011	MWA3	2002-10-08	1405	GECR	MWA3	W	J3922	CELL	02-C11690	SW8260B	0210143139	2002-10-14	W	ETBE	0	ND	5	5	UG/L	1	
Alpine	T0600300011	MWA3	2002-10-08	1405	GECR	MWA3	W	J3922	CELL	02-C11690	SW8260B	0210143139	2002-10-14	W	HXO2	0	ND	20	20	UG/L	1	
Alpine	T0600300011	MWA3	2002-10-08	1405	GECR	MWA3	W	J3922	CELL	02-C11690	SW8260B	0210143139	2002-10-14	W	MIBK	0	ND	20	20	UG/L	1	
Alpine	T0600300011	MWA3	2002-10-08	1405	GECR	MWA3	W	J3922	CELL	02-C11690	E200.7	0210173504	2002-10-17	W	ZN	0	ND	.05	.05	MG/L	1	
Alpine	T0600300011	MWA3	2002-10-08	1405	GECR	MWA3	W	J3922	CELL	02-C11690	SW8260B	0210143139	2002-10-14	W	MEK	0	ND	20	20	UG/L	1	
Alpine	T0600300011	MWA3	2002-11-25	1305	GECR	MWA3	W	J4643	CELL	02-C13556	SW8260B	0212034276	2002-12-03	W	DCA12	0	ND	5	5	UG/L	1	
Alpine	T0600300011	MWA3	2002-11-25	1305	GECR	MWA3	W	J4643	CELL	02-C13556	SW8260B	0212034276	2002-12-03	W	TBA	0	ND	20	20	UG/L	1	
Alpine	T0600300011	MWA3	2002-11-25	1305	GECR	MWA3	W	J4643	CELL	02-C13556	SW8260B	0212034276	2002-12-03	W	TBME	0	ND	5	5	UG/L	1	
Alpine	T0600300011	MWA3	2002-11-25	1305	GECR	MWA3	W	J4643	CELL	02-C13556	SW8260B	0212034276	2002-12-03	W	DCPA13	0	ND	5	5	UG/L	1	
Alpine	T0600300011	MWA3	2002-11-25	1305	GECR	MWA3	W	J4643	CELL	02-C13556	SW8260B	0212034276	2002-12-03	W	PCA	0	ND	5	5	UG/L	1	
Alpine	T0600300011	MWA3	2002-11-25	1305	GECR	MWA3	W	J4643	CELL	02-C13556	E200.7	0212115115	2002-12-11	W	SB	0	ND	.05	.05	MG/L	1	
Alpine	T0600300011	MWA3	2002-11-25	1305	GECR	MWA3	W	J4643	CELL	02-C13556	SW8260B	0212034276	2002-12-03	W	NAPH	0	ND	5	5	UG/L	1	
Alpine	T0600300011	MWA3	2002-11-25	1305	GECR	MWA3	W	J4643	CELL	02-C13556	SW8020A	0212094419	2002-12-09	W	XYLENES	0	ND	.5	.5	UG/L	1	
Alpine	T0600300011	MWA3	2002-11-25	1305	GECR	MWA3	W	J4643	CELL	02-C13556	SW8260B	0212034276	2002-12-03	W	CLBZME4	0	ND	5	5	UG/L	1	
Alpine	T0600397314	MW-13	2008-05-06	1200	GECR	MW-14(dup)	W	NA	AVTS	098625-014A	SW8260B	A08VW136	2008-05-14	N	TBA	0	ND	3.4	10	UG/L	1	
Alpine	T0600397314	MW-13	2008-07-31	1040	GECR	MW-13	W	NA	AVTS	100233-006A	SW8260B	A08VW182	2008-08-07	N	XYLENES1314	0	ND	.89	1	UG/L	1	
Alpine	T0600397314	MW-13	2008-04-01	1050	GECR	MW-13	W	NA	AVTS	098049-006A	SW8260B	T08VW047	2008-04-08	N	DIPE	0	ND	.41	.5	UG/L	1	
Alpine	T0600397314	MW-13	2008-07-31	1040	GECR	MW-13	W	NA	AVTS	100233-006A	SW8260B	A08VW182	2008-08-07	N	ETBE	0	ND	.4	.5	UG/L	1	
Alpine	T0600397314	MW-13	2008-10-30	1205	GECR	MW-13	W	NA	AVTS	101936-009A	SW8260B	A08VW292	2008-11-01	N	BZ	0	ND	.08	.5	UG/L	1	
Alpine	T0600397314	MW-13	2008-10-30	1210	GECR	MW-13DUP	W	NA	AVTS	101936-010B	SW8015B	I08VW197	2008-11-06	N	GRO	0	ND	.05	.05	MG/L	1	
Alpine	T0600397314	MW-13	2009-01-19	1240	GECR	MW-13	W	NA	AVTS	103378-006A	SW8260B	Q09VW007	2009-01-22	N	MTBE	0	ND	.12	.5	UG/L	1	
Alpine	T0600397314	MW-13	2009-01-19	1240	GECR	MW-13	W	NA	AVTS	103378-006B	SW8015B	I09VW017	2009-01-23	N	GRO	0	ND	.05	.05	MG/L	1	
Alpine	T0600397314	MW-13	2010-06-08	1240	GECR	MW-13	W	NA	AVTS	112210-005A	SW8260B	Q10VW132	2010-06-14	N	XYLENES1314	0	ND	.49	1	UG/L	1	
Alpine	T0600397314	MW-13	2012-05-30	1100	GECR	MW-13	W	1202044	AVTS	120204403	SW8260B	B2F0272	2012-06-11	N	MTBE	0	ND	.18	.5	UG/L	1	
Alpine	T0600397314	MW-13	2009-04-21	1215	GECR	MW-13	W	NA	AVTS	105185-005A	SW8260B	Q09VW083	2009-04-24	N	BZ	0	ND	.17	.5	UG/L	1	
Alpine	T0600397314	MW-13	2012-11-20	1200	GECR	MW-13	W	NA	ATLL	N008978-002A	SW8260B	P12VW139	2012-11-27	N	MTBE	0	ND	.098	.5	UG/L	1	
Alpine	T0600397314	MW-13	2013-05-24	0955	GECR	MW-13	W	NA	ATLL	N010308-004A	SW8260B	P13VW079	2013-05-31	N	BZME	0	ND	.034	.5	UG/L	1	
Alpine	T0600397314	MW-13	2015-06-30	1330	GECR	MW-13	W	1502295	AVTS	150229506	SW8260B	B5G0027	2015-07-02	N	BZ	0	ND	.32	.5	UG/L	1	
Alpine	T0600397314	MW-13	2015-06-30	1330	GECR	MW-13	W	1502295	AVTS	150229506	SW8260B	B5G0027	2015-07-02	N	XYLENES1314	0	ND	.67	1	UG/L	1	
Alpine	T0600300011	MWA4	2002-07-11	1245	GECR	MWA4	W	NA	CRLS	S10743-010A	SW8260B	A02VOCW113	2002-07-24	N	TMB135	320	=	2	25	UG/L	5	
Alpine	T0600300011	MWA4	2002-07-11	1245	GECR	MWA4	W	NA	CRLS	S10743-012A	SW6010B	640	2002-07-19	N	TL	.005	=	.004	.005	MG/L	1	
Alpine	T0600300011	MWA4	2002-07-11	1245	GECR	MWA4	W	NA	CRLS	S10743-010A	SW8020A	H028G20180	2002-07-23	N	XYLO	300	=	.19	.5	UG/L	1	
Alpine	T0600300011	MWA4	2002-10-08	1445	GECR	MWA4	W	J3922	CELL	02-C11691	SW8020A	0210163169	2002-10-16	W	EBZ	233.5	=	.5	5	UG/L	10	
Alpine	T0600300011	MWA4	2003-09-08	1520	GECR	MWA4	W	K3492	CELL	03-C9599	SW8020A	0309170516	2003-09-17	W	EBZ	259.1	=	.5	5	UG/L	10	
Alpine	T0600300011	MWA4	2003-09-08	1520	GECR	MWA4	W	K3492	CELL	03-C9599	CATPH-D	0309160519	2003-09-16	W	DRO	7.31	=	.05	.05	MG/L	.5	
Alpine	T0600300011	MWA4	2003-09-08	1520	GECR	MWA4	W	K3492	CELL	03-C9599	CATPH-G	0309170516	2003-09-17	W	GRO	10580	=	50	500	UG/L	10	
Alpine	T0600300011	MWA4	2003-03-05	1435	GECR	MWA4	W	K0862	CELL	03-C2741	SW8260B	0303146630	2003-03-14	W	NAPH	304	=	5	50	UG/L	10	
Alpine	T0600300011	MWA4	2003-03-05	1435	GECR	MWA4	W	K0862	CELL	03-C2741	CATPH-D	0303106446	2003-03-10	W	DRO	7.59	=	.05	.05	MG/L	.5	
Alpine	T0600300011	MWA4	2004-02-13	1230	GECR	MWA4	W	L0750	CELL	04-C1618	SW8020A	0402204124	2004-02-20	W	XYLENES	1100	=	.5	5	UG/L	10	
Alpine	T0600300011	MWA4	2004-02-13	1230	GECR	MWA4	W	L0750	CELL	04-C1618	E200.7	0402184031	2004-02-18	W	SE	.06	=	.05	.05	MG/L	1	
Alpine	T0600300011	MWA4	2004-02-13	1230	GECR	MWA4	W	L0750	CELL	04-C1618	SW8260B	0402234157	2004-02-23	W	NAPH	68.1	=	5	50	UG/L	10	
Alpine	T0600300011	MWA4	2007-08-20	1255	GECR	MWA4	W	NA	ATLL	N001091-005	E300.0	R71454	2007-08-22	N	SO4	2.7	=	.21	1	MG/L	1	
Alpine	T0600397314	MW-13	2015-06-30	1330	GECR	MW-13	W	1502295	AVTS	150229506	SW8260B	B5G0027	2015-07-02	N	XYLO	0	ND	.29	.5	UG/L	1	
Alpine	T0600300011	MWA4	2002-10-08	1445	GECR	MWA4	W	J3922	CELL	02-C11691	SW8260B	0210143139	2002-10-14	W	XYLO	168	=	5	5	UG/L	1	
Alpine	T0600300011	MWA4	2002-10-08	1445	GECR	MWA4	W	J3922	CELL	02-C11691	CATPH-G	0210163169	2002-10-16	W	GRO	7032	=	50	500	UG/L	10	
Alpine	T0600300011	MWA4	2002-10-08	1445	GECR	MWA4	W	J3922	CELL	02-C11691	SW8260B	0210143139	2002-10-14	W	BZME	36	=	5	5	UG/L	1	
Alpine	T0600300011	MWA4	2003-09-08	1520	GECR	MWA4	W	K3492	CELL	03-C9599	SW8260B	0309150478	2003-09-15	W	NAPH	81.2	=	5	5	UG/L	1	
Alpine	T0600300011	MWA4	2003-09-08	1520	GECR	MWA4	W	K3492	CELL	03-C9599	SW8260B	0309150478	2003-09-15	W	XYLENES1314	429	=	5	50	UG/L	10	
Alpine	T0600300011	MWA4	2003-03-05	1435	GECR	MWA4	W	K0862	CELL	03-C2741	SW8020A	0303116555	2003-03-11	W	BZME	71.1	=	.5	50	UG/L	100	
Alpine	T0600300011	MWA4	2003-05-27	1455	GECR	MWA4	W	K2017	CELL	03-C6202	SW8260B	0306068558	2003-06-06	W	XYLO	117	=	5	25	UG/L	5	
Alpine	T0600300011	MWA4	2003-11-17	1220	GECR	MWA4	W	K4628	CELL	03-C12448	SW8260B	0311202023	2003-11-20	W	TMB135	273	=	5	50	UG/L	10	
Alpine	T0600300011	MWA4	2003-11-17	1220	GECR	MWA4	W	K4628	CELL	03-C12448	SW8270C	0311203097	2003-11-20	W	MTNPH2	42	=	5	5	UG/L	1	
Alpine	T0600300011	MWA4	2003-11-17	1220	GECR	MWA4	W	K4628	CELL	03-C12448	E200.7	0311202010	2003-11-20	W	BA	.1	=	.1	.1	MG/L	1	
Alpine	T0600300011	MWA4	2007-08-20	1255	GECR	MWA4	W	NA	AVTS	093774-010A	SW8260B	T07VW182	2007-08-29	N	BTBZT	2	=	.4	.5	UG/L	1	
Alpine	T0600300011	MWA4	2007-08-20	1255	GECR	MWA4	W	NA	AVTS	093774-010B	SW8015B	I07VW191	2007-08-25	N	GRO	1.9	=	.05	.05	MG/L	1	
Alpine	T0600300011	MWA4	2007-08-20	1255	GECR	MWA4	W	NA	AVTS	093774-010E	E200.8	38996	2007-08-24	L	FE	47	=	2.4	10	UG/L	1	
Alpine	T0600300011	MWA4	2007-11-06	1210	GECR	MWA4	W	NA	AVTS	095199-009C	SW8015B	41216	2007-11-12	N	DRO	.85	=	.05	.05	MG/L	1	
Alpine	T0600300011	MWA4	2007-11-06	1210	GECR	MWA4	W	NA	AVTS	095199-009A	SW8260B	A07VW309	2007-11-13	N	EBZ	82	=	2.2	2.5	UG/L	5	
Alpine	T0600300011	MWA4	2008-03-31	1240	GECR	MWA4	W	NA	AVTS	098048-006E	E200.8	44780	2008-04-17	L	FE	1100	=	120	500	UG/L	50	
Alpine	T0600300011	MWA4	2008-03-31	1240	GECR	MWA4	W	NA	AVTS	098048-006A	SW8260B	A08VW105	2008-04-09	N	NAPH	78	=	3.3	5	UG/L	10	
Alpine	T0600397314	MW-14	2013-10-07	1050	GECR	MW-14	W	NA	KIFF	86223-01	SW8260B	VM91094	2013-10-09	N	MTBE	0	ND	.5	.5	UG/L	1	
Alpine	T0600397314	MW-14	2015-06-30	1345	GECR	MW-14	W	1502295	AVTS	150229507	SW8260B	B5G0027	2015-07-02	N	XYLO	0	ND	.29	.5	UG/L	1	
Alpine	T0600397314	MW-14	2015-06-30	1345	GECR	MW-14	W	1502295	AVTS	150229507	SW8260B	B5G0027	2015-07-02	N	BZME	0	ND	.31	.5	UG/L	1	
Alpine	T0600397314	MW-2	2004-02-12	1245	GECR	MW-2	W	L0746	CELL	04-C1587	CATPH-D	0402244150	2004-02-24	W	DRO	.17	=	.05	.05	MG/L	.5	
Alpine	T0600397314	MW-2	2007-06-13	1045	GECR	MW-2	W	NA	AVTS	092668-005F	E300.0	R81387	2007-06-15	N	NO3N	.24	=	.058	.1	MG/L	1	
Alpine	T0600397314	MW-2	2008-05-06	0900	GECR	MW-2	W	NA	AVTS	098625-003C	SW8015B	45540	2008-05-10	N	DRO	.15	=	.05	.05	MG/L	1	
Alpine	T0600300011	MWA4	2010-01-07	0955	GECR	MW-A4	W	NA	AVTS	109501-006A	SW8260B	A10VW010	2010-01-11	N	XYLENES1314	180	=	.49	1	UG/L	1	
Alpine	T0600300011	MWA4	2010-04-14	1250	GECR	MWA4	W	NA	AVTS	111284-009A	SW8260B	Q10VW083	2010-04-19	N	XYLENES1314	290	=	9.9	20	UG/L	20	
Alpine	T0600300011	MWA4	2002-07-11	1245	GECR	MWA4	W	NA	CRLS	S10743-010A	SW8260B	A02VOCW111	2002-07-12	N	DCE11	0	ND	.68	5	UG/L	1	
Alpine	T0600397314	MW-2	2002-06-24	1235	GECR	MW-2	W	NA	CRLS	S10712-001A	SW8015B	H028G20155	2002-07-06	N	GRO	.062	=	.0092	.05	MG/L	1	
